mes_num_crb,quant_lesao_corporal_crb,quant_ameaca_crb,quant_roubo_crb,quant_injuria_crb,quant_furto_crb,quant_lesao_no_transito_crb,quant_dano_no_transito_crb,quant_difamacao_crb,quant_homicidio_crb,quant_abandono_do_lar_crb,quant_conflitos_vicinais_crb,quant_conflitos_conjugais_crb,quant_fuga_do_lar_crb,quant_estupro_de_vulneravel_crb,quant_outros_fatos_atipicos_crb,quant_roubo_de_veiculo_crb,quant_estelionato_crb,quant_dano_crb,quant_dano_civil_crb,quant_calunia_crb,quant_conflitos_familiares_crb,quant_trafico_de_drogas_crb,quant_vias_de_fato_crb,quant_apropriacao_indebita_crb,quant_agressao_fisica_crb,quant_receptacao_crb,quant_estupro_crb,quant_desaparecimento_de_pessoa_crb,quant_tentativa_de_homicidio_crb,quant_poluicao_sonora_crb,quant_outras_fraudes_crb,quant_desobediencia_crb,quant_desacato_crb,quant_perturbacoes_da_tranquilidade_crb
2.0,0.0408163265306122,0.108433734939759,0.2384428223844282,0.125,0.2525773195876289,0.0666666666666666,0.2364864864864865,0.0555555555555555,0.0,0.1,0.0,0.0,0.0,0.0,0.2111111111111111,0.0285714285714285,0.3636363636363637,0.2941176470588235,0.1698113207547169,0.0625,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0588235294117647,0.0,0.0,0.0
7.0,0.0612244897959183,0.1204819277108433,0.1411192214111922,0.09375,0.1211340206185567,0.1,0.0337837837837837,0.0555555555555555,0.0,0.2,0.0,0.0,0.2,0.3333333333333333,0.2555555555555556,0.1428571428571428,0.1818181818181818,0.1764705882352941,0.0188679245283018,0.0625,0.0714285714285714,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0
6.0,0.0612244897959183,0.0120481927710843,0.0535279805352798,0.03125,0.0412371134020618,0.0,0.0067567567567567,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0111111111111111,0.0,0.0,0.0588235294117647,0.0188679245283018,0.0,0.0,0.0833333333333333,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0612244897959183,0.0120481927710843,0.0462287104622871,0.0,0.018041237113402,0.0333333333333333,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0833333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
12.0,0.6122448979591836,0.6867469879518072,0.4963503649635037,0.34375,0.4201030927835052,0.4,0.1486486486486486,0.3888888888888888,0.5714285714285714,0.3,0.1111111111111111,0.1428571428571428,0.6000000000000001,0.0,0.4777777777777778,0.0,0.1818181818181818,0.1764705882352941,0.3396226415094339,0.25,0.3571428571428571,0.0,0.3125,0.2,0.3333333333333333,0.1666666666666666,0.0,0.4,0.2,0.0,0.1176470588235294,0.3333333333333333,0.4,0.375
7.0,0.0204081632653061,0.0120481927710843,0.0170316301703163,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0816326530612244,0.2048192771084337,0.2335766423357664,0.21875,0.3582474226804124,0.3666666666666665,0.277027027027027,0.1111111111111111,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.3777777777777777,0.1142857142857142,0.3939393939393939,0.2352941176470588,0.2452830188679245,0.25,0.0,0.1666666666666666,0.0625,0.2,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.0
3.0,0.0,0.0,0.0097323600973236,0.0,0.0077319587628865,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.183673469387755,0.1566265060240964,0.072992700729927,0.03125,0.0541237113402061,0.0333333333333333,0.0337837837837837,0.1111111111111111,0.0,0.1,0.1111111111111111,0.0,0.0,0.0,0.0666666666666666,0.0857142857142857,0.0606060606060606,0.0588235294117647,0.0,0.0625,0.0714285714285714,0.0833333333333333,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
11.0,0.2040816326530612,0.180722891566265,0.2262773722627737,0.0625,0.1314432989690721,0.2333333333333333,0.1418918918918918,0.0555555555555555,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0777777777777777,0.0571428571428571,0.0909090909090909,0.1764705882352941,0.0,0.0625,0.0714285714285714,0.0833333333333333,0.0,0.2,0.1111111111111111,0.0,0.0,0.2,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
11.0,0.2040816326530612,0.108433734939759,0.2725060827250608,0.15625,0.3350515463917525,0.1,0.3175675675675676,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2444444444444445,0.1428571428571428,0.2121212121212121,0.2352941176470588,0.1132075471698113,0.0,0.0714285714285714,0.0,0.0625,0.1,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0588235294117647,0.1666666666666666,0.0,0.0
7.0,0.3877551020408163,0.5180722891566265,0.8004866180048662,0.21875,0.3530927835051546,0.1666666666666666,0.1081081081081081,0.5,0.2142857142857142,0.1,0.7777777777777777,0.5714285714285714,0.2,0.0,0.5666666666666667,0.0,0.2424242424242424,0.0588235294117647,0.0943396226415094,0.875,0.7857142857142857,0.1666666666666666,0.125,0.4,0.1111111111111111,0.1666666666666666,0.4444444444444444,0.2,0.4,0.0,0.0,0.1666666666666666,0.0,0.125
4.0,0.0204081632653061,0.036144578313253,0.0048661800486618,0.0,0.0283505154639175,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0612244897959183,0.0602409638554216,0.0900243309002433,0.0,0.1443298969072164,0.0666666666666666,0.1824324324324324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0571428571428571,0.0606060606060606,0.2352941176470588,0.1698113207547169,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.1020408163265306,0.108433734939759,0.0583941605839416,0.0625,0.0695876288659793,0.0666666666666666,0.0067567567567567,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.1222222222222222,0.0,0.0303030303030303,0.1176470588235294,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.1632653061224489,0.3012048192771085,0.1411192214111922,0.03125,0.1005154639175257,0.1333333333333333,0.054054054054054,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2111111111111111,0.0,0.4242424242424242,0.1764705882352941,0.0566037735849056,0.25,0.0,0.0,0.0,0.3,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0
2.0,0.0612244897959183,0.0240963855421686,0.0121654501216545,0.0,0.0103092783505154,0.0,0.0067567567567567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0612244897959183,0.0240963855421686,0.0583941605839416,0.09375,0.0850515463917525,0.2333333333333333,0.0945945945945946,0.1111111111111111,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.1222222222222222,0.0,0.1818181818181818,0.1764705882352941,0.0566037735849056,0.0625,0.1428571428571428,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0
5.0,0.2040816326530612,0.216867469879518,0.1800486618004866,0.1875,0.1237113402061855,0.1666666666666666,0.1216216216216216,0.3333333333333333,0.2142857142857142,0.4,0.1111111111111111,0.0,0.2,0.0,0.1888888888888888,0.1428571428571428,0.0303030303030303,0.4117647058823529,0.0,0.3125,0.1428571428571428,0.0,0.1875,0.1,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.1666666666666666,0.0,0.0
6.0,0.183673469387755,0.2048192771084337,0.364963503649635,0.125,0.6932989690721649,0.1666666666666666,0.2027027027027027,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.5444444444444445,0.0,0.7575757575757576,0.0588235294117647,0.2264150943396226,0.1875,0.0,0.0,0.0625,0.2,0.0,0.5,0.1111111111111111,0.0,0.2,0.0,0.1176470588235294,0.0,0.4,0.0
7.0,0.4285714285714285,0.4578313253012049,0.6472019464720195,0.25,0.5283505154639175,0.5333333333333333,0.5337837837837838,0.5555555555555556,0.0,0.1,0.0,0.0,0.0,0.0,0.7888888888888891,0.0,0.8181818181818182,0.6470588235294118,0.3396226415094339,0.5,0.0714285714285714,0.0833333333333333,0.125,0.4,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1176470588235294,0.5,0.6000000000000001,0.25
9.0,0.2244897959183672,0.180722891566265,0.2068126520681264,0.03125,0.0876288659793814,0.2333333333333333,0.0675675675675675,0.0555555555555555,0.1428571428571428,0.3,0.0,0.1428571428571428,0.2,0.0,0.1222222222222222,0.0,0.0,0.0588235294117647,0.0377358490566037,0.125,0.0714285714285714,0.3333333333333333,0.125,0.1,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.1666666666666666,0.0,0.125
7.0,0.0204081632653061,0.0963855421686747,0.0827250608272506,0.03125,0.0695876288659793,0.1666666666666666,0.0202702702702702,0.0,0.0,0.3,0.0,0.0,0.0,0.1666666666666666,0.0555555555555555,0.0285714285714285,0.1212121212121212,0.0588235294117647,0.0188679245283018,0.0625,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.0
5.0,0.0,0.0240963855421686,0.0072992700729927,0.0,0.0077319587628865,0.0,0.0067567567567567,0.0,0.0714285714285714,0.0,0.0,0.0,0.2,0.0,0.0111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0145985401459854,0.0,0.0077319587628865,0.0,0.0,0.0,0.0714285714285714,0.1,0.0,0.1428571428571428,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.3061224489795918,0.2771084337349397,0.1581508515815085,0.21875,0.1134020618556701,0.1666666666666666,0.1013513513513513,0.0555555555555555,0.1428571428571428,0.3,0.0,0.1428571428571428,0.0,0.0,0.2555555555555556,0.0857142857142857,0.0303030303030303,0.1764705882352941,0.0188679245283018,0.0,0.0,0.0833333333333333,0.0625,0.3,0.0,0.3333333333333333,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0816326530612244,0.216867469879518,0.3017031630170316,0.15625,0.1597938144329896,0.1333333333333333,0.0743243243243243,0.0,0.0,0.1,0.0,0.0,0.0,0.3333333333333333,0.0888888888888888,0.2571428571428571,0.0606060606060606,0.1764705882352941,0.1132075471698113,0.1875,0.1428571428571428,0.0833333333333333,0.0625,0.1,0.0,0.3333333333333333,0.0,0.4,0.4,0.0,0.0588235294117647,0.0,0.0,0.0
4.0,0.1632653061224489,0.144578313253012,0.2627737226277372,0.1875,0.3608247422680412,0.0666666666666666,0.1959459459459459,0.1111111111111111,0.3571428571428571,0.0,0.0,0.1428571428571428,0.0,0.0,0.3333333333333333,0.0285714285714285,0.4545454545454546,0.1764705882352941,0.1509433962264151,0.0625,0.0,0.0,0.125,0.4,0.0,0.1666666666666666,0.0,0.0,0.0,0.3333333333333333,0.1176470588235294,0.1666666666666666,0.4,0.0
8.0,0.3469387755102041,0.5783132530120483,0.4209245742092457,0.3125,0.3015463917525773,0.2,0.3378378378378378,0.2777777777777778,0.2142857142857142,0.2,0.0,0.2857142857142857,0.2,0.0,0.3222222222222222,0.4,0.303030303030303,0.6470588235294118,0.0188679245283018,0.3125,0.5714285714285714,0.3333333333333333,0.4375,0.2,0.0,0.0,0.0,0.2,0.0,0.2222222222222222,0.1176470588235294,0.0,0.0,0.0
6.0,0.2244897959183672,0.216867469879518,0.0705596107055961,0.15625,0.0463917525773195,0.1666666666666666,0.0135135135135135,0.1111111111111111,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0888888888888888,0.0571428571428571,0.0303030303030303,0.1176470588235294,0.0,0.125,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2,0.0,0.0,0.0,0.2,0.0
8.0,0.7346938775510203,0.6144578313253012,0.7639902676399027,0.34375,0.3479381443298969,0.1666666666666666,0.2027027027027027,0.7222222222222222,0.6428571428571428,0.2,0.5555555555555556,0.0,0.2,0.0,0.5888888888888889,0.0,0.4848484848484849,0.1176470588235294,0.0754716981132075,0.3125,0.5,0.0,0.125,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.0,0.4,0.125
4.0,0.1428571428571428,0.0963855421686747,0.0583941605839416,0.0,0.0309278350515463,0.0333333333333333,0.0067567567567567,0.0,0.1428571428571428,0.0,0.0,0.2857142857142857,0.0,0.0,0.1111111111111111,0.0,0.0303030303030303,0.1176470588235294,0.0,0.0625,0.0714285714285714,0.1666666666666666,0.0,0.1,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.4693877551020408,0.4578313253012049,0.3771289537712895,0.1875,0.1855670103092784,0.1,0.0878378378378378,0.1666666666666666,0.2142857142857142,0.2,0.2222222222222222,0.1428571428571428,0.2,0.0,0.3666666666666667,0.2857142857142857,0.0909090909090909,0.0588235294117647,0.2641509433962264,0.1875,0.7142857142857142,0.3333333333333333,0.3125,0.2,0.0,0.1666666666666666,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
7.0,0.0816326530612244,0.0481927710843373,0.1094890510948905,0.125,0.1005154639175257,0.1,0.1351351351351351,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0303030303030303,0.1176470588235294,0.1886792452830188,0.0,0.0,0.0,0.0625,0.1,0.0,0.1666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3.0,0.2448979591836734,0.108433734939759,0.3625304136253041,0.0625,0.3015463917525773,0.2666666666666666,0.2027027027027027,0.1666666666666666,0.0714285714285714,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0857142857142857,0.2424242424242424,0.0588235294117647,0.1132075471698113,0.0,0.0,0.1666666666666666,0.0625,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.1666666666666666,0.0,0.0
5.0,0.1632653061224489,0.2650602409638554,0.2092457420924574,0.21875,0.2010309278350515,0.1,0.1013513513513513,0.1666666666666666,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.1777777777777777,0.1142857142857142,0.2121212121212121,0.2941176470588235,0.0,0.25,0.1428571428571428,0.1666666666666666,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0588235294117647,0.0,0.0,0.0
2.0,0.1020408163265306,0.1204819277108433,0.0462287104622871,0.03125,0.056701030927835,0.0333333333333333,0.0067567567567567,0.0555555555555555,0.0,0.2,0.0,0.0,0.0,0.3333333333333333,0.0444444444444444,0.0,0.0,0.0588235294117647,0.0188679245283018,0.125,0.1428571428571428,0.0,0.0625,0.0,0.0,0.1666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.4897959183673469,0.4698795180722892,0.4282238442822385,0.09375,0.2139175257731958,0.2333333333333333,0.1824324324324324,0.1111111111111111,0.1428571428571428,0.3,0.0,0.1428571428571428,0.0,0.0,0.3444444444444444,0.0,0.3636363636363637,0.2352941176470588,0.3396226415094339,0.5,0.0,0.3333333333333333,0.1875,0.2,0.2222222222222222,0.1666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0588235294117647,0.5,0.0,0.625
6.0,0.1224489795918367,0.144578313253012,0.0656934306569343,0.03125,0.0515463917525773,0.0333333333333333,0.0067567567567567,0.0555555555555555,0.0714285714285714,0.5,0.0,0.1428571428571428,0.0,0.0,0.0777777777777777,0.0,0.0,0.0,0.0188679245283018,0.0625,0.0,0.0833333333333333,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.125
10.0,0.1224489795918367,0.0843373493975903,0.0510948905109489,0.15625,0.0463917525773195,0.1,0.054054054054054,0.1111111111111111,0.0714285714285714,0.1,0.0,0.0,0.2,0.0,0.0777777777777777,0.0285714285714285,0.0909090909090909,0.0588235294117647,0.0,0.0625,0.0714285714285714,0.0,0.125,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
